query,runtime (ms),query_complexity,runtime_boolean,table_size,length
select distinct farealias0fare_id from airport_service as airport_servicealias0 airport_service as airport_servicealias1 city as cityalias0 city as cityalias1 date_day as date_dayalias0 date_day as date_dayalias1 days as daysalias0 days as daysalias1 fare as farealias0 fare_basis as fare_basisalias0 flight as flightalias0 flight_fare as flight_farealias0 where cityalias1city_code airport_servicealias1city_code and cityalias1city_name philadelphia and date_dayalias1day_number 1 and date_dayalias1month_number 8 and date_dayalias1year 1991 and daysalias1day_name date_dayalias1day_name and flightalias0flight_days daysalias1days_code and flightalias0to_airport airport_servicealias1airport_code and cityalias0city_code airport_servicealias0city_code and cityalias0city_name atlanta and date_dayalias0day_number 1 and date_dayalias0month_number 8 and date_dayalias0year 1991 and daysalias0day_name date_dayalias0day_name and fare_basisalias0basis_days daysalias0days_code and farealias0fare_basis_code fare_basisalias0fare_basis_code and flight_farealias0fare_id farealias0fare_id and flightalias0flight_id flight_farealias0flight_id and flightalias0from_airport airport_servicealias0airport_code and farealias0round_trip_cost select min farealias1round_trip_cost from airport_service as airport_servicealias2 airport_service as airport_servicealias3 city as cityalias2 city as cityalias3 date_day as date_dayalias2 date_day as date_dayalias3 days as daysalias2 days as daysalias3 fare as farealias1 fare_basis as fare_basisalias1 flight as flightalias1 flight_fare as flight_farealias1 where cityalias3city_code airport_servicealias3city_code and cityalias3city_name philadelphia and date_dayalias3day_number 1 and date_dayalias3month_number 8 and date_dayalias3year 1991 and daysalias3day_name date_dayalias3day_name and flightalias1flight_days daysalias3days_code and flightalias1to_airport airport_servicealias3airport_code and cityalias2city_code airport_servicealias2city_code and cityalias2city_name atlanta and date_dayalias2day_number 1 and date_dayalias2month_number 8 and date_dayalias2year 1991 and daysalias2day_name date_dayalias2day_name and fare_basisalias1basis_days daysalias2days_code and farealias1fare_basis_code fare_basisalias1fare_basis_code and flight_farealias1fare_id farealias1fare_id and flightalias1flight_id flight_farealias1flight_id and flightalias1from_airport airport_servicealias2airport_code ,2.8629302978515625,1,1,225598,196
select distinct farealias0fare_id from fare as farealias0 where farealias0fare_basis_code in select fare_basisalias1fare_basis_code from fare_basis as fare_basisalias1 where fare_basisalias1basis_days in select daysalias2days_code from days as daysalias2 where daysalias2day_name in select date_dayalias2day_name from date_day as date_dayalias2 where date_dayalias2day_number 1 and date_dayalias2month_number 8 and date_dayalias2year 1991 and farealias0fare_id in select flight_farealias1fare_id from flight_fare as flight_farealias1 where flight_farealias1flight_id in select flightalias1flight_id from flight as flightalias1 where flightalias1flight_days in select daysalias3days_code from days as daysalias3 where daysalias3day_name in select date_dayalias3day_name from date_day as date_dayalias3 where date_dayalias3day_number 1 and date_dayalias3month_number 8 and date_dayalias3year 1991 and flightalias1to_airport in select airport_servicealias3airport_code from airport_service as airport_servicealias3 where airport_servicealias3city_code in select cityalias3city_code from city as cityalias3 where cityalias3city_name philadelphia and flightalias1from_airport in select airport_servicealias2airport_code from airport_service as airport_servicealias2 where airport_servicealias2city_code in select cityalias2city_code from city as cityalias2 where cityalias2city_name atlanta and farealias0round_trip_cost select min farealias1round_trip_cost from fare as farealias1 where farealias1fare_basis_code in select fare_basisalias0fare_basis_code from fare_basis as fare_basisalias0 where fare_basisalias0basis_days in select daysalias0days_code from days as daysalias0 where daysalias0day_name in select date_dayalias0day_name from date_day as date_dayalias0 where date_dayalias0day_number 1 and date_dayalias0month_number 8 and date_dayalias0year 1991 and farealias1fare_id in select flight_farealias0fare_id from flight_fare as flight_farealias0 where flight_farealias0flight_id in select flightalias0flight_id from flight as flightalias0 where flightalias0flight_days in select daysalias1days_code from days as daysalias1 where daysalias1day_name in select date_dayalias1day_name from date_day as date_dayalias1 where date_dayalias1day_number 1 and date_dayalias1month_number 8 and date_dayalias1year 1991 and flightalias0to_airport in select airport_servicealias1airport_code from airport_service as airport_servicealias1 where airport_servicealias1city_code in select cityalias1city_code from city as cityalias1 where cityalias1city_name philadelphia and flightalias0from_airport in select airport_servicealias0airport_code from airport_service as airport_servicealias0 where airport_servicealias0city_code in select cityalias0city_code from city as cityalias0 where cityalias0city_name atlanta ,3.799915313720703,1,1,225598,262
select distinct airlinealias0airline_code from airline as airlinealias0 where airlinealias0airline_code ac or airlinealias0airline_code as ,0.4551410675048828,1,0,46,13
select distinct flightalias0flight_id from airport_service as airport_servicealias0 airport_service as airport_servicealias1 city as cityalias0 city as cityalias1 flight as flightalias0 food_service as food_servicealias0 where cityalias1city_code airport_servicealias1city_code and cityalias1city_name boston and flightalias0to_airport airport_servicealias1airport_code and food_servicealias0meal_code flightalias0meal_code and cityalias0city_code airport_servicealias0city_code and cityalias0city_name denver and flightalias0from_airport airport_servicealias0airport_code ,0.9331703186035156,1,0,24051,43
select distinct flightalias0departure_time from airport_service as airport_servicealias0 airport_service as airport_servicealias1 city as cityalias0 city as cityalias1 flight as flightalias0 where cityalias0city_code airport_servicealias0city_code and cityalias0city_name boston and cityalias1city_code airport_servicealias1city_code and cityalias1city_name baltimore and flightalias0from_airport airport_servicealias0airport_code and flightalias0to_airport airport_servicealias1airport_code and flightalias0departure_time between 1200 and 1800 ,0.8420944213867188,1,0,23677,43
select distinct aircraftalias0aircraft_code from aircraft as aircraftalias0 airport_service as airport_servicealias0 airport_service as airport_servicealias1 city as cityalias0 city as cityalias1 equipment_sequence as equipment_sequencealias0 flight as flightalias0 where cityalias0city_code airport_servicealias0city_code and cityalias0city_name boston and cityalias1city_code airport_servicealias1city_code and cityalias1city_name denver and flightalias0from_airport airport_servicealias0airport_code and flightalias0to_airport airport_servicealias1airport_code and flightalias0flight_number 281 and equipment_sequencealias0aircraft_code aircraftalias0aircraft_code and flightalias0aircraft_code_sequence equipment_sequencealias0aircraft_code_sequence and flightalias0airline_code ua ,0.7650852203369141,1,0,24672,55
select distinct aircraftalias0aircraft_code from aircraft as aircraftalias0 airport_service as airport_servicealias0 airport_service as airport_servicealias1 city as cityalias0 city as cityalias1 equipment_sequence as equipment_sequencealias0 flight as flightalias0 where cityalias1city_code airport_servicealias1city_code and cityalias1city_name denver and flightalias0flight_number 281 and flightalias0to_airport airport_servicealias1airport_code and cityalias0city_code airport_servicealias0city_code and cityalias0city_name boston and flightalias0from_airport airport_servicealias0airport_code and equipment_sequencealias0aircraft_code aircraftalias0aircraft_code and flightalias0aircraft_code_sequence equipment_sequencealias0aircraft_code_sequence and flightalias0airline_code ua ,0.7009506225585938,1,0,24672,55
select distinct flightalias0departure_time flightalias0flight_id from airport_service as airport_servicealias0 airport_service as airport_servicealias1 airport_service as airport_servicealias2 city as cityalias0 city as cityalias1 city as cityalias2 flight as flightalias0 where cityalias0city_code airport_servicealias0city_code and cityalias0city_name dallas fort worth and flightalias0from_airport airport_servicealias0airport_code and cityalias2city_code airport_servicealias2city_code and cityalias2city_name boston and flightalias0departure_time 1800 and flightalias0to_airport airport_servicealias2airport_code ,0.492095947265625,1,0,23787,49
select distinct flightalias0flight_id from aircraft as aircraftalias0 airport_service as airport_servicealias0 airport_service as airport_servicealias1 city as cityalias0 city as cityalias1 date_day as date_dayalias0 days as daysalias0 equipment_sequence as equipment_sequencealias0 flight as flightalias0 where aircraftalias0basic_type 747 and equipment_sequencealias0aircraft_code aircraftalias0aircraft_code and flightalias0aircraft_code_sequence equipment_sequencealias0aircraft_code_sequence and flightalias0departure_time 1000 and date_dayalias0day_number 22 and date_dayalias0month_number 3 and date_dayalias0year 1991 and daysalias0day_name date_dayalias0day_name and flightalias0flight_days daysalias0days_code and cityalias1city_code airport_servicealias1city_code and cityalias1city_name san francisco and flightalias0to_airport airport_servicealias1airport_code and cityalias0city_code airport_servicealias0city_code and cityalias0city_name baltimore and flightalias0from_airport airport_servicealias0airport_code ,1.201152801513672,1,0,27462,77
select distinct flightalias0flight_id from airport_service as airport_servicealias0 city as cityalias0 flight as flightalias0 where cityalias0city_code airport_servicealias0city_code and cityalias0city_name dallas and flightalias0to_airport airport_servicealias0airport_code ,8.020877838134766,1,1,23567,22
select distinct flightalias0departure_time from airport_service as airport_servicealias0 airport_service as airport_servicealias1 city as cityalias0 city as cityalias1 days as daysalias0 flight as flightalias0 where cityalias1city_code airport_servicealias1city_code and cityalias1city_name dallas and daysalias0day_name saturday and flightalias0flight_days daysalias0days_code and flightalias0to_airport airport_servicealias1airport_code and cityalias0city_code airport_servicealias0city_code and cityalias0city_name philadelphia and flightalias0from_airport airport_servicealias0airport_code and flightalias0departure_time between 0 and 1200 ,1.2371540069580078,1,0,23910,52
select distinct cityalias0time_zone_code from city as cityalias0 where cityalias0city_name denver ,0.5400180816650391,1,0,46,10
select distinct flightalias0flight_id from airport_service as airport_servicealias0 airport_service as airport_servicealias1 city as cityalias0 city as cityalias1 date_day as date_dayalias0 days as daysalias0 flight as flightalias0 food_service as food_servicealias0 where flightalias0departure_time 1200 and food_servicealias0meal_code flightalias0meal_code and food_servicealias0meal_description breakfast and date_dayalias0day_number 23 and date_dayalias0month_number 4 and date_dayalias0year 1991 and daysalias0day_name date_dayalias0day_name and flightalias0flight_days daysalias0days_code and cityalias1city_code airport_servicealias1city_code and cityalias1city_name atlanta and flightalias0to_airport airport_servicealias1airport_code and cityalias0city_code airport_servicealias0city_code and cityalias0city_name pittsburgh and flightalias0from_airport airport_servicealias0airport_code ,1.2950897216796875,1,0,26841,70
select distinct flightalias0flight_id from airport_service as airport_servicealias0 airport_service as airport_servicealias1 city as cityalias0 city as cityalias1 fare as farealias0 fare_basis as fare_basisalias0 fare_basis as fare_basisalias1 flight as flightalias0 flight_fare as flight_farealias0 where cityalias1city_code airport_servicealias1city_code and cityalias1city_name atlanta and fare_basisalias0class_type coach and fare_basisalias1discounted yes and farealias0fare_basis_code fare_basisalias0fare_basis_code and farealias0fare_basis_code fare_basisalias1fare_basis_code and flight_farealias0fare_id farealias0fare_id and flightalias0flight_id flight_farealias0flight_id and flightalias0to_airport airport_servicealias1airport_code and cityalias0city_code airport_servicealias0city_code and cityalias0city_name pittsburgh and flightalias0from_airport airport_servicealias0airport_code ,2.0170211791992188,1,0,107279,67
select distinct flightalias0flight_id from airport_service as airport_servicealias0 city as cityalias0 date_day as date_dayalias0 days as daysalias0 fare as farealias0 fare_basis as fare_basisalias0 flight as flightalias0 flight_fare as flight_farealias0 where date_dayalias0day_number 20 and date_dayalias0month_number 6 and date_dayalias0year 1991 and daysalias0day_name date_dayalias0day_name and fare_basisalias0class_type business and farealias0fare_basis_code fare_basisalias0fare_basis_code and flight_farealias0fare_id farealias0fare_id and flightalias0flight_days daysalias0days_code and flightalias0flight_id flight_farealias0flight_id and cityalias0city_code airport_servicealias0city_code and cityalias0city_name boston and flightalias0from_airport airport_servicealias0airport_code ,12.393951416015623,1,1,109899,64
select distinct flightalias0flight_id from flight as flightalias0 where flightalias0airline_code tw and flightalias0flight_number 539 ,0.6756782531738281,1,0,23457,13
select distinct flightalias0departure_time flightalias0flight_number from airport_service as airport_servicealias0 airport_service as airport_servicealias1 airport_service as airport_servicealias2 airport_service as airport_servicealias3 city as cityalias0 city as cityalias1 city as cityalias2 city as cityalias3 date_day as date_dayalias0 date_day as date_dayalias1 date_day as date_dayalias2 days as daysalias0 days as daysalias1 days as daysalias2 fare as farealias0 fare_basis as fare_basisalias0 fare_basis as fare_basisalias1 flight as flightalias0 flight as flightalias1 flight_fare as flight_farealias0 flight_fare as flight_farealias1 where date_dayalias2day_number 21 and date_dayalias2month_number 2 and date_dayalias2year 1991 and daysalias2day_name date_dayalias2day_name and flightalias1departure_time 2000 and flightalias1flight_days daysalias2days_code and cityalias3city_code airport_servicealias3city_code and cityalias3city_name pittsburgh and flightalias1to_airport airport_servicealias3airport_code and cityalias2city_code airport_servicealias2city_code and cityalias2city_name san francisco and date_dayalias1day_number 21 and date_dayalias1month_number 2 and date_dayalias1year 1991 and daysalias1day_name date_dayalias1day_name and fare_basisalias1basis_days daysalias1days_code and farealias0fare_basis_code fare_basisalias1fare_basis_code and flight_farealias1fare_id farealias0fare_id and flightalias1flight_id flight_farealias1flight_id and flightalias1from_airport airport_servicealias2airport_code and fare_basisalias0class_type first and farealias0fare_basis_code fare_basisalias0fare_basis_code and date_dayalias0day_number 21 and date_dayalias0month_number 2 and date_dayalias0year 1991 and daysalias0day_name date_dayalias0day_name and farealias0one_direction_cost select min farealias1one_direction_cost from airport_service as airport_servicealias4 airport_service as airport_servicealias5 city as cityalias4 city as cityalias5 date_day as date_dayalias3 date_day as date_dayalias4 days as daysalias3 days as daysalias4 fare as farealias1 fare_basis as fare_basisalias2 fare_basis as fare_basisalias3 flight as flightalias2 flight_fare as flight_farealias2 where date_dayalias4day_number 21 and date_dayalias4month_number 2 and date_dayalias4year 1991 and daysalias4day_name date_dayalias4day_name and flightalias2departure_time 2000 and flightalias2flight_days daysalias4days_code and cityalias5city_code airport_servicealias5city_code and cityalias5city_name pittsburgh and flightalias2to_airport airport_servicealias5airport_code and cityalias4city_code airport_servicealias4city_code and cityalias4city_name san francisco and date_dayalias3day_number 21 and date_dayalias3month_number 2 and date_dayalias3year 1991 and daysalias3day_name date_dayalias3day_name and fare_basisalias3basis_days daysalias3days_code and farealias1fare_basis_code fare_basisalias3fare_basis_code and flight_farealias2fare_id farealias1fare_id and flightalias2flight_id flight_farealias2flight_id and flightalias2from_airport airport_servicealias4airport_code and fare_basisalias2class_type first and farealias1fare_basis_code fare_basisalias2fare_basis_code and flight_farealias0fare_id farealias0fare_id and flightalias0flight_days daysalias0days_code and flightalias0flight_id flight_farealias0flight_id and flightalias0departure_time 2000 and cityalias1city_code airport_servicealias1city_code and cityalias1city_name pittsburgh and flightalias0to_airport airport_servicealias1airport_code and cityalias0city_code airport_servicealias0city_code and cityalias0city_name san francisco and flightalias0from_airport airport_servicealias0airport_code ,24.55282211303711,1,1,319415,290
select distinct flightalias0stops from airport_service as airport_servicealias0 airport_service as airport_servicealias1 city as cityalias0 city as cityalias1 flight as flightalias0 where cityalias1city_code airport_servicealias1city_code and cityalias1city_name san francisco and flightalias0flight_number 1765 and flightalias0to_airport airport_servicealias1airport_code and cityalias0city_code airport_servicealias0city_code and cityalias0city_name boston and flightalias0from_airport airport_servicealias0airport_code and flightalias0airline_code co ,0.9968280792236328,1,0,23677,44
select distinct flightalias0departure_time from airport_service as airport_servicealias0 airport_service as airport_servicealias1 city as cityalias0 city as cityalias1 flight as flightalias0 where cityalias0city_code airport_servicealias0city_code and cityalias0city_name denver and cityalias1city_code airport_servicealias1city_code and cityalias1city_name san francisco and flightalias0from_airport airport_servicealias0airport_code and flightalias0to_airport airport_servicealias1airport_code and flightalias0airline_code co ,1.4138221740722656,1,0,23677,41
select distinct airlinealias0airline_code from airline as airlinealias0 airport_service as airport_servicealias0 airport_service as airport_servicealias1 city as cityalias0 city as cityalias1 flight as flightalias0 where cityalias1city_code airport_servicealias1city_code and cityalias1city_name philadelphia and flightalias0departure_time 630 and flightalias0to_airport airport_servicealias1airport_code and cityalias0city_code airport_servicealias0city_code and cityalias0city_name boston and flightalias0airline_code airlinealias0airline_code and flightalias0from_airport airport_servicealias0airport_code ,1.1138916015625,1,0,23723,46
select distinct flightalias0flight_id from airport_service as airport_servicealias0 airport_service as airport_servicealias1 airport_service as airport_servicealias2 city as cityalias0 city as cityalias1 city as cityalias2 flight as flightalias0 where cityalias1city_code airport_servicealias1city_code and cityalias1city_name dallas and cityalias2city_code airport_servicealias2city_code and cityalias2city_name fort worth and flightalias0to_airport airport_servicealias1airport_code and flightalias0to_airport airport_servicealias2airport_code and cityalias0city_code airport_servicealias0city_code and cityalias0city_name denver and flightalias0from_airport airport_servicealias0airport_code and flightalias0departure_time between 1200 and 1800 ,1.1332035064697266,1,0,23787,59
select distinct flightalias0flight_id from airport_service as airport_servicealias0 airport_service as airport_servicealias1 city as cityalias0 city as cityalias1 flight as flightalias0 food_service as food_servicealias0 where flightalias0meal_code b or flightalias0meal_code bb and food_servicealias0meal_code flightalias0meal_code and food_servicealias0meal_description breakfast and cityalias1city_code airport_servicealias1city_code and cityalias1city_name san francisco and flightalias0to_airport airport_servicealias1airport_code and cityalias0city_code airport_servicealias0city_code and cityalias0city_name boston and flightalias0from_airport airport_servicealias0airport_code ,6.64210319519043,1,1,24051,53
select distinct flightalias0flight_id from airport as airportalias0 airport as airportalias1 airport_service as airport_servicealias0 airport_service as airport_servicealias1 city as cityalias0 city as cityalias1 flight as flightalias0 where airportalias0airport_code sfo and airportalias1airport_code oak and flightalias0from_airport airportalias0airport_code and flightalias0to_airport airportalias1airport_code and cityalias1city_code airport_servicealias1city_code and cityalias1city_name oakland and flightalias0to_airport airport_servicealias1airport_code and cityalias0city_code airport_servicealias0city_code and cityalias0city_name san francisco and flightalias0from_airport airport_servicealias0airport_code and flightalias0departure_time between 1200 and 1800 and flightalias0stops 0 ,0.9882450103759766,1,0,23781,65
select distinct class_of_servicealias0booking_class from class_of_service as class_of_servicealias0 ,2.486705780029297,1,0,19,7
select distinct count distinct class_of_servicealias0booking_class from class_of_service as class_of_servicealias0 ,0.6661415100097656,1,0,19,9
select distinct airlinealias0airline_code from airline as airlinealias0 airport_service as airport_servicealias0 airport_service as airport_servicealias1 city as cityalias0 city as cityalias1 fare as farealias0 fare_basis as fare_basisalias0 flight as flightalias0 flight_fare as flight_farealias0 where cityalias1city_code airport_servicealias1city_code and cityalias1city_name san francisco and fare_basisalias0class_type business and farealias0fare_basis_code fare_basisalias0fare_basis_code and flight_farealias0fare_id farealias0fare_id and flightalias0flight_id flight_farealias0flight_id and flightalias0to_airport airport_servicealias1airport_code and cityalias0city_code airport_servicealias0city_code and cityalias0city_name boston and flightalias0airline_code airlinealias0airline_code and flightalias0from_airport airport_servicealias0airport_code ,1.867055892944336,1,0,107265,65
select count distinct flightalias0flight_id from fare as farealias0 fare_basis as fare_basisalias0 flight as flightalias0 flight_fare as flight_farealias0 where fare_basisalias0class_type first and farealias0fare_basis_code fare_basisalias0fare_basis_code and flight_farealias0fare_id farealias0fare_id and flightalias0departure_time not between 601 and 1759 and flightalias0flight_id flight_farealias0flight_id and flightalias0airline_code dl ,18.6460018157959,1,1,106999,39
select distinct flightalias0flight_id from airport_service as airport_servicealias0 airport_service as airport_servicealias1 city as cityalias0 city as cityalias1 fare as farealias0 flight as flightalias0 flight_fare as flight_farealias0 state as statealias0 where cityalias1city_code airport_servicealias1city_code and cityalias1city_name san jose and farealias0round_trip_cost is not null and flight_farealias0fare_id farealias0fare_id and flightalias0flight_id flight_farealias0flight_id and flightalias0to_airport airport_servicealias1airport_code and statealias0state_code cityalias1state_code and statealias0state_name california and cityalias0city_code airport_servicealias0city_code and cityalias0city_name cincinnati and flightalias0from_airport airport_servicealias0airport_code ,1.0869503021240234,1,0,107185,64
select distinct flightalias0flight_id from airport as airportalias0 airport_service as airport_servicealias0 city as cityalias0 date_day as date_dayalias0 days as daysalias0 flight as flightalias0 where cityalias0city_code airport_servicealias0city_code and cityalias0city_name oakland and date_dayalias0day_number 21 and date_dayalias0month_number 2 and date_dayalias0year 1991 and daysalias0day_name date_dayalias0day_name and flightalias0flight_days daysalias0days_code and flightalias0to_airport airport_servicealias0airport_code and airportalias0airport_code dfw and flightalias0from_airport airportalias0airport_code ,1.2309551239013672,1,0,26409,52
select distinct flightalias0flight_id from airport_service as airport_servicealias0 airport_service as airport_servicealias1 city as cityalias0 city as cityalias1 fare as farealias0 flight as flightalias0 flight_fare as flight_farealias0 state as statealias0 state as statealias1 where cityalias0city_code airport_servicealias0city_code and cityalias0city_name miami and cityalias1city_code airport_servicealias1city_code and cityalias1city_name charlotte and flightalias0from_airport airport_servicealias0airport_code and flightalias0to_airport airport_servicealias1airport_code and statealias0state_code cityalias0state_code and statealias0state_name florida and statealias1state_code cityalias1state_code and statealias1state_name north carolina and farealias0one_direction_cost select min farealias1one_direction_cost from airport_service as airport_servicealias2 airport_service as airport_servicealias3 city as cityalias2 city as cityalias3 fare as farealias1 flight as flightalias1 flight_fare as flight_farealias1 state as statealias2 state as statealias3 where cityalias2city_code airport_servicealias2city_code and cityalias2city_name miami and cityalias3city_code airport_servicealias3city_code and cityalias3city_name charlotte and farealias1round_trip_required no and flight_farealias1fare_id farealias1fare_id and flightalias1flight_id flight_farealias1flight_id and flightalias1from_airport airport_servicealias2airport_code and flightalias1to_airport airport_servicealias3airport_code and statealias2state_code cityalias2state_code and statealias2state_name florida and statealias3state_code cityalias3state_code and statealias3state_name north carolina and farealias0round_trip_required no and flight_farealias0fare_id farealias0fare_id and flightalias0flight_id flight_farealias0flight_id ,1.2180805206298828,1,0,214422,144
select distinct flightalias0flight_id from airport_service as airport_servicealias0 airport_service as airport_servicealias1 city as cityalias0 city as cityalias1 flight as flightalias0 state as statealias0 state as statealias1 where cityalias0city_code airport_servicealias0city_code and cityalias0city_name kansas city and cityalias1city_code airport_servicealias1city_code and cityalias1city_name salt lake city and flightalias0from_airport airport_servicealias0airport_code and flightalias0to_airport airport_servicealias1airport_code and statealias0state_code cityalias0state_code and statealias0state_name missouri and statealias1state_code cityalias1state_code and statealias1state_name utah and flightalias0airline_code dl ,1.4109611511230469,1,0,23729,61
select distinct flightalias0flight_id from airport as airportalias0 airport_service as airport_servicealias0 airport_service as airport_servicealias1 city as cityalias0 city as cityalias1 fare as farealias0 fare_basis as fare_basisalias0 flight as flightalias0 flight_fare as flight_farealias0 where airportalias0airport_code sfo and fare_basisalias0class_type first and farealias0fare_basis_code fare_basisalias0fare_basis_code and flight_farealias0fare_id farealias0fare_id and flightalias0flight_id flight_farealias0flight_id and flightalias0to_airport airportalias0airport_code and cityalias0city_code airport_servicealias0city_code and cityalias0city_name dallas fort worth and flightalias0from_airport airport_servicealias0airport_code and flightalias0airline_code aa ,0.90789794921875,1,0,107271,63
select distinct class_of_servicealias0booking_class farealias0fare_id from class_of_service as class_of_servicealias0 fare as farealias0 fare_basis as fare_basisalias0 flight as flightalias0 flight_fare as flight_farealias0 where fare_basisalias0booking_class class_of_servicealias0booking_class and farealias0fare_basis_code fare_basisalias0fare_basis_code and flight_farealias0fare_id farealias0fare_id and flightalias0airline_code us and flightalias0flight_id flight_farealias0flight_id ,52.7040958404541,1,1,107018,35
select distinct food_servicealias0compartment food_servicealias0meal_code food_servicealias0meal_number from airport_service as airport_servicealias0 airport_service as airport_servicealias1 city as cityalias0 city as cityalias1 date_day as date_dayalias0 days as daysalias0 flight as flightalias0 food_service as food_servicealias0 where cityalias1city_code airport_servicealias1city_code and cityalias1city_name boston and date_dayalias0day_number 26 and date_dayalias0month_number 7 and date_dayalias0year 1991 and daysalias0day_name date_dayalias0day_name and flightalias0flight_days daysalias0days_code and flightalias0to_airport airport_servicealias1airport_code and cityalias0city_code airport_servicealias0city_code and cityalias0city_name denver and flightalias0from_airport airport_servicealias0airport_code and food_servicealias0meal_code flightalias0meal_code ,3.4160614013671875,1,1,26841,66
select distinct food_servicealias0compartment food_servicealias0meal_code food_servicealias0meal_number from airport_service as airport_servicealias0 airport_service as airport_servicealias1 city as cityalias0 city as cityalias1 flight as flightalias0 food_service as food_servicealias0 where cityalias0city_code airport_servicealias0city_code and cityalias0city_name boston and cityalias1city_code airport_servicealias1city_code and cityalias1city_name denver and flightalias0from_airport airport_servicealias0airport_code and flightalias0to_airport airport_servicealias1airport_code and food_servicealias0meal_code flightalias0meal_code ,2.374887466430664,1,0,24051,45
select distinct flightalias0flight_id from airport_service as airport_servicealias0 airport_service as airport_servicealias1 city as cityalias0 city as cityalias1 flight as flightalias0 flight_stop as flight_stopalias0 where flightalias0flight_id flight_stopalias0flight_id and flightalias0stops 1 and cityalias1city_code airport_servicealias1city_code and cityalias1city_name dallas and flightalias0to_airport airport_servicealias1airport_code and cityalias0city_code airport_servicealias0city_code and cityalias0city_name philadelphia and flightalias0from_airport airport_servicealias0airport_code ,2.4192333221435547,1,0,37241,46
select distinct flightalias0flight_id from airport_service as airport_servicealias0 airport_service as airport_servicealias1 city as cityalias0 city as cityalias1 flight as flightalias0 where flightalias0stops 1 or flightalias0stops 1 and cityalias1city_code airport_servicealias1city_code and cityalias1city_name dallas and flightalias0to_airport airport_servicealias1airport_code and cityalias0city_code airport_servicealias0city_code and cityalias0city_name philadelphia and flightalias0from_airport airport_servicealias0airport_code ,1.8279552459716797,1,0,23677,43
select distinct flightalias0flight_id from airport_service as airport_servicealias0 airport_service as airport_servicealias1 airport_service as airport_servicealias2 airport_service as airport_servicealias3 city as cityalias0 city as cityalias1 city as cityalias2 city as cityalias3 date_day as date_dayalias0 date_day as date_dayalias1 date_day as date_dayalias2 days as daysalias0 days as daysalias1 days as daysalias2 fare as farealias0 fare_basis as fare_basisalias0 flight as flightalias0 flight as flightalias1 flight_fare as flight_farealias0 flight_fare as flight_farealias1 where cityalias3city_code airport_servicealias3city_code and cityalias3city_name washington and date_dayalias2day_number 26 and date_dayalias2month_number 7 and date_dayalias2year 1991 and daysalias2day_name date_dayalias2day_name and flightalias1flight_days daysalias2days_code and flightalias1to_airport airport_servicealias3airport_code and cityalias2city_code airport_servicealias2city_code and cityalias2city_name montreal and date_dayalias1day_number 26 and date_dayalias1month_number 7 and date_dayalias1year 1991 and daysalias1day_name date_dayalias1day_name and fare_basisalias0basis_days daysalias1days_code and farealias0fare_basis_code fare_basisalias0fare_basis_code and flight_farealias1fare_id farealias0fare_id and flightalias1flight_id flight_farealias1flight_id and flightalias1from_airport airport_servicealias2airport_code and date_dayalias0day_number 26 and date_dayalias0month_number 7 and date_dayalias0year 1991 and daysalias0day_name date_dayalias0day_name and farealias0one_direction_cost select min farealias1one_direction_cost from airport_service as airport_servicealias4 airport_service as airport_servicealias5 city as cityalias4 city as cityalias5 date_day as date_dayalias3 date_day as date_dayalias4 days as daysalias3 days as daysalias4 fare as farealias1 fare_basis as fare_basisalias1 flight as flightalias2 flight_fare as flight_farealias2 where cityalias5city_code airport_servicealias5city_code and cityalias5city_name washington and date_dayalias4day_number 26 and date_dayalias4month_number 7 and date_dayalias4year 1991 and daysalias4day_name date_dayalias4day_name and flightalias2flight_days daysalias4days_code and flightalias2to_airport airport_servicealias5airport_code and cityalias4city_code airport_servicealias4city_code and cityalias4city_name montreal and date_dayalias3day_number 26 and date_dayalias3month_number 7 and date_dayalias3year 1991 and daysalias3day_name date_dayalias3day_name and fare_basisalias1basis_days daysalias3days_code and farealias1fare_basis_code fare_basisalias1fare_basis_code and flight_farealias2fare_id farealias1fare_id and flightalias2flight_id flight_farealias2flight_id and flightalias2from_airport airport_servicealias4airport_code and farealias1round_trip_required no and farealias0round_trip_required no and flight_farealias0fare_id farealias0fare_id and flightalias0flight_days daysalias0days_code and flightalias0flight_id flight_farealias0flight_id and cityalias1city_code airport_servicealias1city_code and cityalias1city_name washington and flightalias0to_airport airport_servicealias1airport_code and cityalias0city_code airport_servicealias0city_code and cityalias0city_name montreal and flightalias0from_airport airport_servicealias0airport_code ,68.70007514953613,1,1,319295,265
select distinct airport_servicealias0miles_distant from airport as airportalias0 airport_service as airport_servicealias0 airport_service as airport_servicealias1 city as cityalias0 where airport_servicealias0airport_code oak and airportalias0airport_code oak and airportalias0airport_code airport_servicealias1airport_code and cityalias0city_code airport_servicealias0city_code and cityalias0city_code airport_servicealias1city_code ,0.4308223724365234,1,0,226,31
